Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
148	417	0	3.7	0	0	0	0	0	0.001	1000	0	0	0	3
149	419	0	3.725	0	0	0	0	0	0.001	1000	0	0	0	3
150	421	0	3.75	0	0	0	0	0	0.001	1000	0	0	0	3
151	422	0	3.775	0	0	0	0	0	0.001	1000	0	0	0	3
152	424	0	3.8	0	0	0	0	0	0.001	1000	0	0	0	3
153	426	0	3.825	0	0	0	0	0	0.001	1000	0	0	0	3
154	427	0	3.85	0	0	0	0	0	0.001	1000	0	0	0	3
155	428	0	3.875	0	0	0	0	0	0.001	1000	0	0	0	3
156	430	0	3.9	0	0	0	0	0	0.001	1000	0	0	0	3
157	432	0	3.925	0	0	0	0	0	0.001	1000	0	0	0	3
158	433	0	3.95	0	0	0	0	0	0.001	1000	0	0	0	3
159	433	0	3.975	0	0	0	0	0	0.001	1000	0	0	0	3
160	433	0	4	0	0	0	0	0	0.001	1000	0	0	0	3
